DateTime,Area,Rainfall (mm/hr),Precipitation Type,Month
6/7/2025 19:00,Sample Area,0,No rainfall,6
6/7/2025 20:00,Sample Area,12.56,Very heavy,6
6/7/2025 21:00,Sample Area,12.43,Very heavy,6
6/7/2025 22:00,Sample Area,15.63,Very heavy,6
6/7/2025 23:00,Sample Area,11.07,Very heavy,6
6/8/2025 0:00,Sample Area,0,No rainfall,6
6/8/2025 1:00,Sample Area,0,No rainfall,6
6/8/2025 2:00,Sample Area,14.07,Very heavy,6
6/8/2025 3:00,Sample Area,11.86,Very heavy,6
6/8/2025 4:00,Sample Area,0,No rainfall,6
6/8/2025 5:00,Sample Area,15.36,Very heavy,6
6/8/2025 6:00,Sample Area,0,No rainfall,6
6/8/2025 7:00,Sample Area,0,No rainfall,6
6/8/2025 8:00,Sample Area,27.51,Very heavy,6
6/8/2025 9:00,Sample Area,27.52,Very heavy,6
6/8/2025 10:00,Sample Area,13.52,Very heavy,6
6/8/2025 11:00,Sample Area,15.3,Very heavy,6
6/8/2025 12:00,Sample Area,11.53,Very heavy,6
6/8/2025 13:00,Sample Area,0,No rainfall,6
6/8/2025 14:00,Sample Area,11.4,Very heavy,6
6/8/2025 15:00,Sample Area,21.13,Very heavy,6
6/8/2025 16:00,Sample Area,0,No rainfall,6
6/8/2025 17:00,Sample Area,0,No rainfall,6
6/8/2025 18:00,Sample Area,29.81,Very heavy,6
6/8/2025 19:00,Sample Area,25.14,Very heavy,6
6/8/2025 20:00,Sample Area,0,No rainfall,6
6/8/2025 21:00,Sample Area,0,No rainfall,6
6/8/2025 22:00,Sample Area,0,No rainfall,6
6/8/2025 23:00,Sample Area,0,No rainfall,6
6/9/2025 0:00,Sample Area,28.92,Very heavy,6
6/9/2025 1:00,Sample Area,15.63,Very heavy,6
6/9/2025 2:00,Sample Area,21.91,Very heavy,6
6/9/2025 3:00,Sample Area,0,No rainfall,6
6/9/2025 4:00,Sample Area,17.86,Very heavy,6
6/9/2025 5:00,Sample Area,0,No rainfall,6
6/9/2025 6:00,Sample Area,0,No rainfall,6
6/9/2025 7:00,Sample Area,19.88,Very heavy,6
6/9/2025 8:00,Sample Area,0,No rainfall,6
6/9/2025 9:00,Sample Area,0,No rainfall,6
6/9/2025 10:00,Sample Area,27.05,Very heavy,6
6/9/2025 11:00,Sample Area,0,No rainfall,6
6/9/2025 12:00,Sample Area,10.9,Very heavy,6
6/9/2025 13:00,Sample Area,0,No rainfall,6
6/9/2025 14:00,Sample Area,0,No rainfall,6
6/9/2025 15:00,Sample Area,25.57,Very heavy,6
6/9/2025 16:00,Sample Area,16.57,Very heavy,6
6/9/2025 17:00,Sample Area,19.44,Very heavy,6
6/9/2025 18:00,Sample Area,25.97,Very heavy,6
6/9/2025 19:00,Sample Area,10.93,Very heavy,6
6/9/2025 20:00,Sample Area,13.17,Very heavy,6
6/9/2025 21:00,Sample Area,0,No rainfall,6
6/9/2025 22:00,Sample Area,14.6,Very heavy,6
6/9/2025 23:00,Sample Area,16.76,Very heavy,6
6/10/2025 0:00,Sample Area,29.96,Very heavy,6
6/10/2025 1:00,Sample Area,26.51,Very heavy,6
6/10/2025 2:00,Sample Area,0,No rainfall,6
6/10/2025 3:00,Sample Area,28.74,Very heavy,6
6/10/2025 4:00,Sample Area,16.82,Very heavy,6
6/10/2025 5:00,Sample Area,15.94,Very heavy,6
6/10/2025 6:00,Sample Area,14.68,Very heavy,6
6/10/2025 7:00,Sample Area,26.6,Very heavy,6
6/10/2025 8:00,Sample Area,23.59,Very heavy,6
6/10/2025 9:00,Sample Area,14.72,Very heavy,6
6/10/2025 10:00,Sample Area,17.54,Very heavy,6
6/10/2025 11:00,Sample Area,20.13,Very heavy,6
6/10/2025 12:00,Sample Area,20.56,Very heavy,6
6/10/2025 13:00,Sample Area,27.77,Very heavy,6
6/10/2025 14:00,Sample Area,0,No rainfall,6
6/10/2025 15:00,Sample Area,28.17,Very heavy,6
6/10/2025 16:00,Sample Area,18.83,Very heavy,6
6/10/2025 17:00,Sample Area,24.93,Very heavy,6
6/10/2025 18:00,Sample Area,28.61,Very heavy,6
6/10/2025 19:00,Sample Area,0,No rainfall,6
6/10/2025 20:00,Sample Area,0,No rainfall,6
6/10/2025 21:00,Sample Area,0,No rainfall,6
6/10/2025 22:00,Sample Area,19.54,Very heavy,6
6/10/2025 23:00,Sample Area,0,No rainfall,6
6/11/2025 0:00,Sample Area,22.82,Very heavy,6
6/11/2025 1:00,Sample Area,0,No rainfall,6
6/11/2025 2:00,Sample Area,12.25,Very heavy,6
6/11/2025 3:00,Sample Area,0,No rainfall,6
6/11/2025 4:00,Sample Area,0,No rainfall,6
6/11/2025 5:00,Sample Area,27.88,Very heavy,6
6/11/2025 6:00,Sample Area,0,No rainfall,6
6/11/2025 7:00,Sample Area,19.57,Very heavy,6
6/11/2025 8:00,Sample Area,0,No rainfall,6
6/11/2025 9:00,Sample Area,25.71,Very heavy,6
6/11/2025 10:00,Sample Area,23.94,Very heavy,6
6/11/2025 11:00,Sample Area,0,No rainfall,6
6/11/2025 12:00,Sample Area,0,No rainfall,6
6/11/2025 13:00,Sample Area,0,No rainfall,6
6/11/2025 14:00,Sample Area,21.16,Very heavy,6
6/11/2025 15:00,Sample Area,0,No rainfall,6
6/11/2025 16:00,Sample Area,15.95,Very heavy,6
6/11/2025 17:00,Sample Area,21.69,Very heavy,6
6/11/2025 18:00,Sample Area,18.79,Very heavy,6
6/11/2025 19:00,Sample Area,0,No rainfall,6
6/11/2025 20:00,Sample Area,0,No rainfall,6
6/11/2025 21:00,Sample Area,0,No rainfall,6
6/11/2025 22:00,Sample Area,13.96,Very heavy,6
6/11/2025 23:00,Sample Area,0,No rainfall,6
6/12/2025 0:00,Sample Area,22.03,Very heavy,6
6/12/2025 1:00,Sample Area,22.17,Very heavy,6
6/12/2025 2:00,Sample Area,0,No rainfall,6
6/12/2025 3:00,Sample Area,18.42,Very heavy,6
6/12/2025 4:00,Sample Area,0,No rainfall,6
6/12/2025 5:00,Sample Area,0,No rainfall,6
6/12/2025 6:00,Sample Area,0,No rainfall,6
6/12/2025 7:00,Sample Area,0,No rainfall,6
6/12/2025 8:00,Sample Area,22.99,Very heavy,6
6/12/2025 9:00,Sample Area,11.01,Very heavy,6
6/12/2025 10:00,Sample Area,0,No rainfall,6
6/12/2025 11:00,Sample Area,27.03,Very heavy,6
6/12/2025 12:00,Sample Area,28.85,Very heavy,6
6/12/2025 13:00,Sample Area,0,No rainfall,6
6/12/2025 14:00,Sample Area,0,No rainfall,6
6/12/2025 15:00,Sample Area,21.51,Very heavy,6
6/12/2025 16:00,Sample Area,19.01,Very heavy,6
6/12/2025 17:00,Sample Area,21.28,Very heavy,6
6/12/2025 18:00,Sample Area,13.15,Very heavy,6
6/12/2025 19:00,Sample Area,27.12,Very heavy,6
6/12/2025 20:00,Sample Area,28.19,Very heavy,6
6/12/2025 21:00,Sample Area,18.99,Very heavy,6
6/12/2025 22:00,Sample Area,15.61,Very heavy,6
6/12/2025 23:00,Sample Area,0,No rainfall,6
6/13/2025 0:00,Sample Area,23.68,Very heavy,6
6/13/2025 1:00,Sample Area,0,No rainfall,6
6/13/2025 2:00,Sample Area,28.19,Very heavy,6
6/13/2025 3:00,Sample Area,23.42,Very heavy,6
6/13/2025 4:00,Sample Area,22.91,Very heavy,6
6/13/2025 5:00,Sample Area,0,No rainfall,6
6/13/2025 6:00,Sample Area,10.92,Very heavy,6
6/13/2025 7:00,Sample Area,28.64,Very heavy,6
6/13/2025 8:00,Sample Area,22.56,Very heavy,6
6/13/2025 9:00,Sample Area,29.88,Very heavy,6
6/13/2025 10:00,Sample Area,20.75,Very heavy,6
6/13/2025 11:00,Sample Area,0,No rainfall,6
6/13/2025 12:00,Sample Area,11.12,Very heavy,6
6/13/2025 13:00,Sample Area,22.63,Very heavy,6
6/13/2025 14:00,Sample Area,0,No rainfall,6
6/13/2025 15:00,Sample Area,0,No rainfall,6
6/13/2025 16:00,Sample Area,0,No rainfall,6
6/13/2025 17:00,Sample Area,14.53,Very heavy,6
6/13/2025 18:00,Sample Area,29.51,Very heavy,6
6/13/2025 19:00,Sample Area,29.9,Very heavy,6
6/13/2025 20:00,Sample Area,11.51,Very heavy,6
6/13/2025 21:00,Sample Area,0,No rainfall,6
6/13/2025 22:00,Sample Area,15.79,Very heavy,6
6/13/2025 23:00,Sample Area,0,No rainfall,6
6/14/2025 0:00,Sample Area,0,No rainfall,6
6/14/2025 1:00,Sample Area,29.36,Very heavy,6
6/14/2025 2:00,Sample Area,0,No rainfall,6
6/14/2025 3:00,Sample Area,19.95,Very heavy,6
6/14/2025 4:00,Sample Area,18.56,Very heavy,6
6/14/2025 5:00,Sample Area,16.52,Very heavy,6
6/14/2025 6:00,Sample Area,0,No rainfall,6
6/14/2025 7:00,Sample Area,12.62,Very heavy,6
6/14/2025 8:00,Sample Area,24.33,Very heavy,6
6/14/2025 9:00,Sample Area,29.61,Very heavy,6
6/14/2025 10:00,Sample Area,26.09,Very heavy,6
6/14/2025 11:00,Sample Area,27.2,Very heavy,6
6/14/2025 12:00,Sample Area,17.19,Very heavy,6
6/14/2025 13:00,Sample Area,16.5,Very heavy,6
6/14/2025 14:00,Sample Area,20.34,Very heavy,6
6/14/2025 15:00,Sample Area,10.91,Very heavy,6
6/14/2025 16:00,Sample Area,28.91,Very heavy,6
6/14/2025 17:00,Sample Area,12.88,Very heavy,6
6/14/2025 18:00,Sample Area,0,No rainfall,6
6/14/2025 19:00,Sample Area,11.67,Very heavy,6
6/14/2025 20:00,Sample Area,0,No rainfall,6
6/14/2025 21:00,Sample Area,0,No rainfall,6
6/14/2025 22:00,Sample Area,0,No rainfall,6
6/14/2025 23:00,Sample Area,0,No rainfall,6
6/15/2025 0:00,Sample Area,15.61,Very heavy,6
6/15/2025 1:00,Sample Area,24.29,Very heavy,6
6/15/2025 2:00,Sample Area,0,No rainfall,6
6/15/2025 3:00,Sample Area,12.18,Very heavy,6
6/15/2025 4:00,Sample Area,0,No rainfall,6
6/15/2025 5:00,Sample Area,19.05,Very heavy,6
6/15/2025 6:00,Sample Area,24.69,Very heavy,6
6/15/2025 7:00,Sample Area,20.02,Very heavy,6
6/15/2025 8:00,Sample Area,0,No rainfall,6
6/15/2025 9:00,Sample Area,16.06,Very heavy,6
6/15/2025 10:00,Sample Area,14.01,Very heavy,6
6/15/2025 11:00,Sample Area,20.85,Very heavy,6
6/15/2025 12:00,Sample Area,0,No rainfall,6
6/15/2025 13:00,Sample Area,17.8,Very heavy,6
6/15/2025 14:00,Sample Area,0,No rainfall,6
6/15/2025 15:00,Sample Area,23.81,Very heavy,6
6/15/2025 16:00,Sample Area,0,No rainfall,6
6/15/2025 17:00,Sample Area,16.77,Very heavy,6
6/15/2025 18:00,Sample Area,0,No rainfall,6
6/15/2025 19:00,Sample Area,11.94,Very heavy,6
6/15/2025 20:00,Sample Area,14.72,Very heavy,6
6/15/2025 21:00,Sample Area,11.03,Very heavy,6
6/15/2025 22:00,Sample Area,29.92,Very heavy,6
6/15/2025 23:00,Sample Area,0,No rainfall,6
6/16/2025 0:00,Sample Area,0,No rainfall,6
6/16/2025 1:00,Sample Area,0,No rainfall,6
6/16/2025 2:00,Sample Area,24.39,Very heavy,6
6/16/2025 3:00,Sample Area,18.78,Very heavy,6
6/16/2025 4:00,Sample Area,25.74,Very heavy,6
6/16/2025 5:00,Sample Area,0,No rainfall,6
6/16/2025 6:00,Sample Area,21.99,Very heavy,6
6/16/2025 7:00,Sample Area,13.74,Very heavy,6
6/16/2025 8:00,Sample Area,25.64,Very heavy,6
6/16/2025 9:00,Sample Area,29.12,Very heavy,6
6/16/2025 10:00,Sample Area,0,No rainfall,6
6/16/2025 11:00,Sample Area,0,No rainfall,6
6/16/2025 12:00,Sample Area,0,No rainfall,6
6/16/2025 13:00,Sample Area,17.63,Very heavy,6
6/16/2025 14:00,Sample Area,24.69,Very heavy,6
6/16/2025 15:00,Sample Area,0,No rainfall,6
6/16/2025 16:00,Sample Area,0,No rainfall,6
6/16/2025 17:00,Sample Area,0,No rainfall,6
6/16/2025 18:00,Sample Area,13.43,Very heavy,6
6/16/2025 19:00,Sample Area,0,No rainfall,6
6/16/2025 20:00,Sample Area,0,No rainfall,6
6/16/2025 21:00,Sample Area,0,No rainfall,6
6/16/2025 22:00,Sample Area,22.7,Very heavy,6
6/16/2025 23:00,Sample Area,15.83,Very heavy,6
6/17/2025 0:00,Sample Area,25.83,Very heavy,6
6/17/2025 1:00,Sample Area,0,No rainfall,6
6/17/2025 2:00,Sample Area,19.28,Very heavy,6
6/17/2025 3:00,Sample Area,0,No rainfall,6
6/17/2025 4:00,Sample Area,22.94,Very heavy,6
6/17/2025 5:00,Sample Area,0,No rainfall,6
6/17/2025 6:00,Sample Area,0,No rainfall,6
6/17/2025 7:00,Sample Area,10.72,Very heavy,6
6/17/2025 8:00,Sample Area,0,No rainfall,6
6/17/2025 9:00,Sample Area,0,No rainfall,6
6/17/2025 10:00,Sample Area,13.92,Very heavy,6
6/17/2025 11:00,Sample Area,26.26,Very heavy,6
6/17/2025 12:00,Sample Area,26.9,Very heavy,6
6/17/2025 13:00,Sample Area,15.17,Very heavy,6
6/17/2025 14:00,Sample Area,16.51,Very heavy,6
6/17/2025 15:00,Sample Area,14.72,Very heavy,6
6/17/2025 16:00,Sample Area,28.17,Very heavy,6
6/17/2025 17:00,Sample Area,20.05,Very heavy,6
6/17/2025 18:00,Sample Area,0,No rainfall,6
6/17/2025 19:00,Sample Area,0,No rainfall,6
6/17/2025 20:00,Sample Area,22.62,Very heavy,6
6/17/2025 21:00,Sample Area,17.72,Very heavy,6
6/17/2025 22:00,Sample Area,16.79,Very heavy,6
6/17/2025 23:00,Sample Area,0,No rainfall,6
6/18/2025 0:00,Sample Area,0,No rainfall,6
6/18/2025 1:00,Sample Area,0,No rainfall,6
6/18/2025 2:00,Sample Area,0,No rainfall,6
6/18/2025 3:00,Sample Area,17.37,Very heavy,6
6/18/2025 4:00,Sample Area,18.3,Very heavy,6
6/18/2025 5:00,Sample Area,22.57,Very heavy,6
6/18/2025 6:00,Sample Area,28.29,Very heavy,6
6/18/2025 7:00,Sample Area,10.72,Very heavy,6
6/18/2025 8:00,Sample Area,14.87,Very heavy,6
6/18/2025 9:00,Sample Area,13.87,Very heavy,6
6/18/2025 10:00,Sample Area,20.05,Very heavy,6
6/18/2025 11:00,Sample Area,18.59,Very heavy,6
6/18/2025 12:00,Sample Area,24.58,Very heavy,6
6/18/2025 13:00,Sample Area,14.85,Very heavy,6
6/18/2025 14:00,Sample Area,21.89,Very heavy,6
6/18/2025 15:00,Sample Area,27.68,Very heavy,6
6/18/2025 16:00,Sample Area,28.21,Very heavy,6
6/18/2025 17:00,Sample Area,29.18,Very heavy,6
6/18/2025 18:00,Sample Area,0,No rainfall,6
6/18/2025 19:00,Sample Area,0,No rainfall,6
6/18/2025 20:00,Sample Area,14.69,Very heavy,6
6/18/2025 21:00,Sample Area,0,No rainfall,6
6/18/2025 22:00,Sample Area,10.13,Very heavy,6
6/18/2025 23:00,Sample Area,0,No rainfall,6
6/19/2025 0:00,Sample Area,0,No rainfall,6
6/19/2025 1:00,Sample Area,13.74,Very heavy,6
6/19/2025 2:00,Sample Area,22.74,Very heavy,6
6/19/2025 3:00,Sample Area,24.93,Very heavy,6
6/19/2025 4:00,Sample Area,0,No rainfall,6
6/19/2025 5:00,Sample Area,22.94,Very heavy,6
6/19/2025 6:00,Sample Area,29.41,Very heavy,6
6/19/2025 7:00,Sample Area,0,No rainfall,6
6/19/2025 8:00,Sample Area,0,No rainfall,6
6/19/2025 9:00,Sample Area,20.86,Very heavy,6
6/19/2025 10:00,Sample Area,0,No rainfall,6
6/19/2025 11:00,Sample Area,10.03,Very heavy,6
6/19/2025 12:00,Sample Area,0,No rainfall,6
6/19/2025 13:00,Sample Area,25.03,Very heavy,6
6/19/2025 14:00,Sample Area,0,No rainfall,6
6/19/2025 15:00,Sample Area,16.9,Very heavy,6
6/19/2025 16:00,Sample Area,20.45,Very heavy,6
6/19/2025 17:00,Sample Area,0,No rainfall,6
6/19/2025 18:00,Sample Area,10.32,Very heavy,6
6/19/2025 19:00,Sample Area,21.25,Very heavy,6
6/19/2025 20:00,Sample Area,12.48,Very heavy,6
6/19/2025 21:00,Sample Area,11.6,Very heavy,6
6/19/2025 22:00,Sample Area,0,No rainfall,6
6/19/2025 23:00,Sample Area,10.19,Very heavy,6
6/20/2025 0:00,Sample Area,29.18,Very heavy,6
6/20/2025 1:00,Sample Area,20.31,Very heavy,6
6/20/2025 2:00,Sample Area,29.66,Very heavy,6
6/20/2025 3:00,Sample Area,0,No rainfall,6
6/20/2025 4:00,Sample Area,0,No rainfall,6
6/20/2025 5:00,Sample Area,16.99,Very heavy,6
6/20/2025 6:00,Sample Area,26.87,Very heavy,6
6/20/2025 7:00,Sample Area,0,No rainfall,6
6/20/2025 8:00,Sample Area,0,No rainfall,6
6/20/2025 9:00,Sample Area,27.15,Very heavy,6
6/20/2025 10:00,Sample Area,0,No rainfall,6
6/20/2025 11:00,Sample Area,0,No rainfall,6
6/20/2025 12:00,Sample Area,0,No rainfall,6
6/20/2025 13:00,Sample Area,23.09,Very heavy,6
6/20/2025 14:00,Sample Area,15.09,Very heavy,6
6/20/2025 15:00,Sample Area,18.64,Very heavy,6
6/20/2025 16:00,Sample Area,11.13,Very heavy,6
6/20/2025 17:00,Sample Area,0,No rainfall,6
6/20/2025 18:00,Sample Area,0,No rainfall,6
6/20/2025 19:00,Sample Area,18.27,Very heavy,6
6/20/2025 20:00,Sample Area,0,No rainfall,6
6/20/2025 21:00,Sample Area,11.77,Very heavy,6
6/20/2025 22:00,Sample Area,14.04,Very heavy,6
6/20/2025 23:00,Sample Area,0,No rainfall,6
6/21/2025 0:00,Sample Area,19.63,Very heavy,6
6/21/2025 1:00,Sample Area,20.59,Very heavy,6
6/21/2025 2:00,Sample Area,28.98,Very heavy,6
6/21/2025 3:00,Sample Area,0,No rainfall,6
6/21/2025 4:00,Sample Area,0,No rainfall,6
6/21/2025 5:00,Sample Area,20.53,Very heavy,6
6/21/2025 6:00,Sample Area,20.32,Very heavy,6
6/21/2025 7:00,Sample Area,0,No rainfall,6
6/21/2025 8:00,Sample Area,14.11,Very heavy,6
6/21/2025 9:00,Sample Area,10.82,Very heavy,6
6/21/2025 10:00,Sample Area,23.45,Very heavy,6
6/21/2025 11:00,Sample Area,0,No rainfall,6
6/21/2025 12:00,Sample Area,0,No rainfall,6
6/21/2025 13:00,Sample Area,0,No rainfall,6
6/21/2025 14:00,Sample Area,0,No rainfall,6
6/21/2025 15:00,Sample Area,22.34,Very heavy,6
6/21/2025 16:00,Sample Area,0,No rainfall,6
6/21/2025 17:00,Sample Area,18.26,Very heavy,6
6/21/2025 18:00,Sample Area,0,No rainfall,6
6/21/2025 19:00,Sample Area,19.18,Very heavy,6
6/21/2025 20:00,Sample Area,0,No rainfall,6
6/21/2025 21:00,Sample Area,0,No rainfall,6
6/21/2025 22:00,Sample Area,0,No rainfall,6
6/21/2025 23:00,Sample Area,21.64,Very heavy,6
6/22/2025 0:00,Sample Area,0,No rainfall,6
6/22/2025 1:00,Sample Area,0,No rainfall,6
6/22/2025 2:00,Sample Area,0,No rainfall,6
6/22/2025 3:00,Sample Area,27.59,Very heavy,6
6/22/2025 4:00,Sample Area,27.92,Very heavy,6
6/22/2025 5:00,Sample Area,14.77,Very heavy,6
6/22/2025 6:00,Sample Area,13.98,Very heavy,6
6/22/2025 7:00,Sample Area,0,No rainfall,6
6/22/2025 8:00,Sample Area,28.01,Very heavy,6
6/22/2025 9:00,Sample Area,0,No rainfall,6
6/22/2025 10:00,Sample Area,23.04,Very heavy,6
6/22/2025 11:00,Sample Area,24.16,Very heavy,6
6/22/2025 12:00,Sample Area,25.57,Very heavy,6
6/22/2025 13:00,Sample Area,0,No rainfall,6
6/22/2025 14:00,Sample Area,0,No rainfall,6
6/22/2025 15:00,Sample Area,29.34,Very heavy,6
6/22/2025 16:00,Sample Area,22.23,Very heavy,6
6/22/2025 17:00,Sample Area,0,No rainfall,6
6/22/2025 18:00,Sample Area,0,No rainfall,6
6/22/2025 19:00,Sample Area,23.4,Very heavy,6
6/22/2025 20:00,Sample Area,15.16,Very heavy,6
6/22/2025 21:00,Sample Area,14.9,Very heavy,6
6/22/2025 22:00,Sample Area,0,No rainfall,6
6/22/2025 23:00,Sample Area,20.43,Very heavy,6
6/23/2025 0:00,Sample Area,0,No rainfall,6
6/23/2025 1:00,Sample Area,15.39,Very heavy,6
6/23/2025 2:00,Sample Area,0,No rainfall,6
6/23/2025 3:00,Sample Area,0,No rainfall,6
6/23/2025 4:00,Sample Area,0,No rainfall,6
6/23/2025 5:00,Sample Area,15.82,Very heavy,6
6/23/2025 6:00,Sample Area,24.31,Very heavy,6
6/23/2025 7:00,Sample Area,26.12,Very heavy,6
6/23/2025 8:00,Sample Area,15.2,Very heavy,6
6/23/2025 9:00,Sample Area,16.01,Very heavy,6
6/23/2025 10:00,Sample Area,23.22,Very heavy,6
6/23/2025 11:00,Sample Area,23.91,Very heavy,6
6/23/2025 12:00,Sample Area,24.08,Very heavy,6
6/23/2025 13:00,Sample Area,0,No rainfall,6
6/23/2025 14:00,Sample Area,17.86,Very heavy,6
6/23/2025 15:00,Sample Area,0,No rainfall,6
6/23/2025 16:00,Sample Area,15.1,Very heavy,6
6/23/2025 17:00,Sample Area,0,No rainfall,6
6/23/2025 18:00,Sample Area,23.85,Very heavy,6
6/23/2025 19:00,Sample Area,11.86,Very heavy,6
6/23/2025 20:00,Sample Area,0,No rainfall,6
6/23/2025 21:00,Sample Area,26.53,Very heavy,6
6/23/2025 22:00,Sample Area,27.15,Very heavy,6
6/23/2025 23:00,Sample Area,0,No rainfall,6
6/24/2025 0:00,Sample Area,0,No rainfall,6
6/24/2025 1:00,Sample Area,0,No rainfall,6
6/24/2025 2:00,Sample Area,13.16,Very heavy,6
6/24/2025 3:00,Sample Area,10.43,Very heavy,6
6/24/2025 4:00,Sample Area,25.7,Very heavy,6
6/24/2025 5:00,Sample Area,0,No rainfall,6
6/24/2025 6:00,Sample Area,0,No rainfall,6
6/24/2025 7:00,Sample Area,0,No rainfall,6
6/24/2025 8:00,Sample Area,0,No rainfall,6
6/24/2025 9:00,Sample Area,14.92,Very heavy,6
6/24/2025 10:00,Sample Area,23.48,Very heavy,6
6/24/2025 11:00,Sample Area,0,No rainfall,6
6/24/2025 12:00,Sample Area,26.76,Very heavy,6
6/24/2025 13:00,Sample Area,0,No rainfall,6
6/24/2025 14:00,Sample Area,23.95,Very heavy,6
6/24/2025 15:00,Sample Area,0,No rainfall,6
6/24/2025 16:00,Sample Area,11.37,Very heavy,6
6/24/2025 17:00,Sample Area,0,No rainfall,6
6/24/2025 18:00,Sample Area,13.39,Very heavy,6
6/24/2025 19:00,Sample Area,0,No rainfall,6
6/24/2025 20:00,Sample Area,0,No rainfall,6
6/24/2025 21:00,Sample Area,16.85,Very heavy,6
6/24/2025 22:00,Sample Area,0,No rainfall,6
6/24/2025 23:00,Sample Area,15.7,Very heavy,6
6/25/2025 0:00,Sample Area,17.56,Very heavy,6
6/25/2025 1:00,Sample Area,26.31,Very heavy,6
6/25/2025 2:00,Sample Area,13.58,Very heavy,6
6/25/2025 3:00,Sample Area,0,No rainfall,6
6/25/2025 4:00,Sample Area,16.57,Very heavy,6
6/25/2025 5:00,Sample Area,18.49,Very heavy,6
6/25/2025 6:00,Sample Area,20.85,Very heavy,6
6/25/2025 7:00,Sample Area,0,No rainfall,6
6/25/2025 8:00,Sample Area,25.8,Very heavy,6
6/25/2025 9:00,Sample Area,0,No rainfall,6
6/25/2025 10:00,Sample Area,0,No rainfall,6
6/25/2025 11:00,Sample Area,0,No rainfall,6
6/25/2025 12:00,Sample Area,0,No rainfall,6
6/25/2025 13:00,Sample Area,0,No rainfall,6
6/25/2025 14:00,Sample Area,0,No rainfall,6
6/25/2025 15:00,Sample Area,29.74,Very heavy,6
6/25/2025 16:00,Sample Area,0,No rainfall,6
6/25/2025 17:00,Sample Area,10.62,Very heavy,6
6/25/2025 18:00,Sample Area,0,No rainfall,6
6/25/2025 19:00,Sample Area,0,No rainfall,6
6/25/2025 20:00,Sample Area,16.33,Very heavy,6
6/25/2025 21:00,Sample Area,11.94,Very heavy,6
6/25/2025 22:00,Sample Area,18.65,Very heavy,6
6/25/2025 23:00,Sample Area,16.76,Very heavy,6
6/26/2025 0:00,Sample Area,0,No rainfall,6
6/26/2025 1:00,Sample Area,15.92,Very heavy,6
6/26/2025 2:00,Sample Area,27.73,Very heavy,6
6/26/2025 3:00,Sample Area,0,No rainfall,6
6/26/2025 4:00,Sample Area,24.28,Very heavy,6
6/26/2025 5:00,Sample Area,22.24,Very heavy,6
6/26/2025 6:00,Sample Area,0,No rainfall,6
6/26/2025 7:00,Sample Area,14.78,Very heavy,6
6/26/2025 8:00,Sample Area,17.38,Very heavy,6
6/26/2025 9:00,Sample Area,21.84,Very heavy,6
6/26/2025 10:00,Sample Area,0,No rainfall,6
6/26/2025 11:00,Sample Area,14.3,Very heavy,6
6/26/2025 12:00,Sample Area,0,No rainfall,6
6/26/2025 13:00,Sample Area,0,No rainfall,6
6/26/2025 14:00,Sample Area,0,No rainfall,6
6/26/2025 15:00,Sample Area,22.5,Very heavy,6
6/26/2025 16:00,Sample Area,19.81,Very heavy,6
6/26/2025 17:00,Sample Area,27.45,Very heavy,6
6/26/2025 18:00,Sample Area,20.94,Very heavy,6
6/26/2025 19:00,Sample Area,0,No rainfall,6
6/26/2025 20:00,Sample Area,0,No rainfall,6
6/26/2025 21:00,Sample Area,24.39,Very heavy,6
6/26/2025 22:00,Sample Area,12.23,Very heavy,6
6/26/2025 23:00,Sample Area,13.55,Very heavy,6
6/27/2025 0:00,Sample Area,0,No rainfall,6
6/27/2025 1:00,Sample Area,0,No rainfall,6
6/27/2025 2:00,Sample Area,0,No rainfall,6
6/27/2025 3:00,Sample Area,0,No rainfall,6
6/27/2025 4:00,Sample Area,0,No rainfall,6
6/27/2025 5:00,Sample Area,18.78,Very heavy,6
6/27/2025 6:00,Sample Area,23.6,Very heavy,6
6/27/2025 7:00,Sample Area,12.17,Very heavy,6
6/27/2025 8:00,Sample Area,0,No rainfall,6
6/27/2025 9:00,Sample Area,0,No rainfall,6
6/27/2025 10:00,Sample Area,22.62,Very heavy,6
6/27/2025 11:00,Sample Area,16.33,Very heavy,6
6/27/2025 12:00,Sample Area,13.22,Very heavy,6
6/27/2025 13:00,Sample Area,18.19,Very heavy,6
6/27/2025 14:00,Sample Area,23.23,Very heavy,6
6/27/2025 15:00,Sample Area,0,No rainfall,6
6/27/2025 16:00,Sample Area,0,No rainfall,6
6/27/2025 17:00,Sample Area,22.27,Very heavy,6
6/27/2025 18:00,Sample Area,26.27,Very heavy,6
6/27/2025 19:00,Sample Area,0,No rainfall,6
6/27/2025 20:00,Sample Area,19.01,Very heavy,6
6/27/2025 21:00,Sample Area,25.17,Very heavy,6
6/27/2025 22:00,Sample Area,20.92,Very heavy,6
6/27/2025 23:00,Sample Area,0,No rainfall,6
6/28/2025 0:00,Sample Area,0,No rainfall,6
6/28/2025 1:00,Sample Area,29.84,Very heavy,6
6/28/2025 2:00,Sample Area,11.09,Very heavy,6
6/28/2025 3:00,Sample Area,19.82,Very heavy,6
6/28/2025 4:00,Sample Area,11.83,Very heavy,6
6/28/2025 5:00,Sample Area,13.2,Very heavy,6
6/28/2025 6:00,Sample Area,17.66,Very heavy,6
6/28/2025 7:00,Sample Area,0,No rainfall,6
6/28/2025 8:00,Sample Area,29.27,Very heavy,6
6/28/2025 9:00,Sample Area,28.94,Very heavy,6
